change_ms,change_s,from,to,segment_index,block_ms,source_pos_ms
23728,23.728,B,A,779,11,11964
23739,23.739,A,B,780,11,11964
23750,23.75,B,A,781,19,11975
23769,23.769,A,B,782,19,11975
23788,23.788,B,A,783,12,11994
23800,23.8,A,B,784,12,11994
23812,23.812,B,A,785,14,12006
23826,23.826,A,B,786,14,12006
23840,23.84,B,A,787,18,12020
23858,23.858,A,B,788,18,12020
23876,23.876,B,A,789,34,12038
23910,23.91,A,B,790,34,12038
23944,23.944,B,A,791,46,12072
23990,23.99,A,B,792,46,12072
24036,24.036,B,A,793,44,12118
24080,24.08,A,B,794,44,12118
24124,24.124,B,A,795,42,12162
24166,24.166,A,B,796,42,12162
24208,24.208,B,A,797,37,12204
24245,24.245,A,B,798,37,12204
24282,24.282,B,A,799,48,12241
24330,24.33,A,B,800,48,12241
24378,24.378,B,A,801,23,12289
24401,24.401,A,B,802,23,12289
24424,24.424,B,A,803,10,12312
24434,24.434,A,B,804,10,12312
24444,24.444,B,A,805,47,12322
24491,24.491,A,B,806,47,12322
24538,24.538,B,A,807,49,12369
24587,24.587,A,B,808,49,12369
24636,24.636,B,A,809,42,12418
24678,24.678,A,B,810,42,12418
24720,24.72,B,A,811,36,12460
24756,24.756,A,B,812,36,12460
24792,24.792,B,A,813,46,12496
24838,24.838,A,B,814,46,12496
24884,24.884,B,A,815,38,12542
24922,24.922,A,B,816,38,12542
24960,24.96,B,A,817,33,12580
24993,24.993,A,B,818,33,12580
25026,25.026,B,A,819,49,12613
25075,25.075,A,B,820,49,12613
25124,25.124,B,A,821,47,12662
25171,25.171,A,B,822,47,12662
25218,25.218,B,A,823,35,12709
25253,25.253,A,B,824,35,12709
25288,25.288,B,A,825,22,12744
25310,25.31,A,B,826,22,12744
25332,25.332,B,A,827,28,12766
25360,25.36,A,B,828,28,12766
25388,25.388,B,A,829,33,12794
25421,25.421,A,B,830,33,12794
25454,25.454,B,A,831,21,12827
25475,25.475,A,B,832,21,12827
25496,25.496,B,A,833,12,12848
25508,25.508,A,B,834,12,12848
25520,25.52,B,A,835,42,12860
25562,25.562,A,B,836,42,12860
25604,25.604,B,A,837,41,12902
25645,25.645,A,B,838,41,12902
25686,25.686,B,A,839,10,12943
25696,25.696,A,B,840,10,12943
25706,25.706,B,A,841,36,12953
25742,25.742,A,B,842,36,12953
25778,25.778,B,A,843,50,12989
25828,25.828,A,B,844,50,12989
25878,25.878,B,A,845,24,13039
25902,25.902,A,B,846,24,13039
25926,25.926,B,A,847,10,13063
25936,25.936,A,B,848,10,13063
25946,25.946,B,A,849,15,13073
25961,25.961,A,B,850,15,13073
25976,25.976,B,A,851,21,13088
25997,25.997,A,B,852,21,13088
26018,26.018,B,A,853,22,13109
26040,26.04,A,B,854,22,13109
26062,26.062,B,A,855,39,13131
26101,26.101,A,B,856,39,13131
26140,26.14,B,A,857,14,13170
26154,26.154,A,B,858,14,13170
26168,26.168,B,A,859,41,13184
26209,26.209,A,B,860,41,13184
26250,26.25,B,A,861,43,13225
26293,26.293,A,B,862,43,13225
26336,26.336,B,A,863,49,13268
26385,26.385,A,B,864,49,13268
26434,26.434,B,A,865,11,13317
26445,26.445,A,B,866,11,13317
26456,26.456,B,A,867,16,13328
26472,26.472,A,B,868,16,13328
26488,26.488,B,A,869,39,13344
26527,26.527,A,B,870,39,13344
26566,26.566,B,A,871,32,13383
26598,26.598,A,B,872,32,13383
26630,26.63,B,A,873,17,13415
26647,26.647,A,B,874,17,13415
26664,26.664,B,A,875,41,13432
26705,26.705,A,B,876,41,13432
26746,26.746,B,A,877,19,13473
26765,26.765,A,B,878,19,13473
26784,26.784,B,A,879,20,13492
26804,26.804,A,B,880,20,13492
26824,26.824,B,A,881,32,13512
26856,26.856,A,B,882,32,13512
26888,26.888,B,A,883,35,13544
26923,26.923,A,B,884,35,13544
26958,26.958,B,A,885,14,13579
26972,26.972,A,B,886,14,13579
26986,26.986,B,A,887,45,13593
27031,27.031,A,B,888,45,13593
27076,27.076,B,A,889,39,13638
27115,27.115,A,B,890,39,13638
27154,27.154,B,A,891,35,13677
27189,27.189,A,B,892,35,13677
27224,27.224,B,A,893,11,13712
27235,27.235,A,B,894,11,13712
27246,27.246,B,A,895,47,13723
27293,27.293,A,B,896,47,13723
27340,27.34,B,A,897,35,13770
27375,27.375,A,B,898,35,13770
27410,27.41,B,A,899,40,13805
27450,27.45,A,B,900,40,13805
27490,27.49,B,A,901,11,13845
27501,27.501,A,B,902,11,13845
27512,27.512,B,A,903,34,13856
27546,27.546,A,B,904,34,13856
27580,27.58,B,A,905,17,13890
27597,27.597,A,B,906,17,13890
27614,27.614,B,A,907,36,13907
27650,27.65,A,B,908,36,13907
27686,27.686,B,A,909,42,13943
27728,27.728,A,B,910,42,13943
27770,27.77,B,A,911,20,13985
27790,27.79,A,B,912,20,13985
27810,27.81,B,A,913,10,14005
27820,27.82,A,B,914,10,14005
27830,27.83,B,A,915,38,14015
27868,27.868,A,B,916,38,14015
27906,27.906,B,A,917,49,14053
27955,27.955,A,B,918,49,14053
28004,28.004,B,A,919,40,14102
28044,28.044,A,B,920,40,14102
28084,28.084,B,A,921,17,14142
28101,28.101,A,B,922,17,14142
28118,28.118,B,A,923,20,14159
28138,28.138,A,B,924,20,14159
28158,28.158,B,A,925,29,14179
28187,28.187,A,B,926,29,14179
28216,28.216,B,A,927,33,14208
28249,28.249,A,B,928,33,14208
28282,28.282,B,A,929,20,14241
28302,28.302,A,B,930,20,14241
28322,28.322,B,A,931,45,14261
28367,28.367,A,B,932,45,14261
28412,28.412,B,A,933,37,14306
28449,28.449,A,B,934,37,14306
28486,28.486,B,A,935,38,14343
28524,28.524,A,B,936,38,14343
28562,28.562,B,A,937,24,14381
28586,28.586,A,B,938,24,14381
28610,28.61,B,A,939,38,14405
28648,28.648,A,B,940,38,14405
28686,28.686,B,A,941,35,14443
28721,28.721,A,B,942,35,14443
28756,28.756,B,A,943,25,14478
28781,28.781,A,B,944,25,14478
28806,28.806,B,A,945,39,14503
28845,28.845,A,B,946,39,14503
28884,28.884,B,A,947,43,14542
28927,28.927,A,B,948,43,14542
28970,28.97,B,A,949,14,14585
28984,28.984,A,B,950,14,14585
28998,28.998,B,A,951,44,14599
29042,29.042,A,B,952,44,14599
29086,29.086,B,A,953,36,14643
29122,29.122,A,B,954,36,14643
29158,29.158,B,A,955,39,14679
29197,29.197,A,B,956,39,14679
29236,29.236,B,A,957,39,14718
29275,29.275,A,B,958,39,14718
29314,29.314,B,A,959,41,14757
29355,29.355,A,B,960,41,14757
29396,29.396,B,A,961,50,14798
29446,29.446,A,B,962,50,14798
29496,29.496,B,A,963,12,14848
29508,29.508,A,B,964,12,14848
29520,29.52,B,A,965,32,14860
29552,29.552,A,B,966,32,14860
29584,29.584,B,A,967,20,14892
29604,29.604,A,B,968,20,14892
29624,29.624,B,A,969,19,14912
29643,29.643,A,B,970,19,14912
29662,29.662,B,A,971,26,14931
29688,29.688,A,B,972,26,14931
29714,29.714,B,A,973,25,14957
29739,29.739,A,B,974,25,14957
29764,29.764,B,A,975,32,14982
29796,29.796,A,B,976,32,14982
29828,29.828,B,A,977,46,15014
29874,29.874,A,B,978,46,15014
29920,29.92,B,A,979,45,15060
29965,29.965,A,B,980,45,15060
30010,30.01,B,A,981,27,15105
30037,30.037,A,B,982,27,15105
30064,30.064,B,A,983,43,15132
30107,30.107,A,B,984,43,15132
30150,30.15,B,A,985,37,15175
30187,30.187,A,B,986,37,15175
30224,30.224,B,A,987,32,15212
30256,30.256,A,B,988,32,15212
30288,30.288,B,A,989,35,15244
30323,30.323,A,B,990,35,15244
30358,30.358,B,A,991,11,15279
30369,30.369,A,B,992,11,15279
30380,30.38,B,A,993,14,15290
30394,30.394,A,B,994,14,15290
30408,30.408,B,A,995,34,15304
30442,30.442,A,B,996,34,15304
30476,30.476,B,A,997,13,15338
30489,30.489,A,B,998,13,15338
30502,30.502,B,A,999,39,15351
30541,30.541,A,B,1000,39,15351
30580,30.58,B,A,1001,14,15390
30594,30.594,A,B,1002,14,15390
30608,30.608,B,A,1003,48,15404
30656,30.656,A,B,1004,48,15404
30704,30.704,B,A,1005,25,15452
30729,30.729,A,B,1006,25,15452
30754,30.754,B,A,1007,34,15477
30788,30.788,A,B,1008,34,15477
30822,30.822,B,A,1009,21,15511
30843,30.843,A,B,1010,21,15511
30864,30.864,B,A,1011,41,15532
30905,30.905,A,B,1012,41,15532
30946,30.946,B,A,1013,26,15573
30972,30.972,A,B,1014,26,15573
30998,30.998,B,A,1015,22,15599
31020,31.02,A,B,1016,22,15599
31042,31.042,B,A,1017,17,15621
31059,31.059,A,B,1018,17,15621
31076,31.076,B,A,1019,37,15638
31113,31.113,A,B,1020,37,15638
31150,31.15,B,A,1021,23,15675
31173,31.173,A,B,1022,23,15675
31196,31.196,B,A,1023,41,15698
31237,31.237,A,B,1024,41,15698
31278,31.278,B,A,1025,50,15739
31328,31.328,A,B,1026,50,15739
31378,31.378,B,A,1027,47,15789
31425,31.425,A,B,1028,47,15789
31472,31.472,B,A,1029,28,15836
31500,31.5,A,B,1030,28,15836
31528,31.528,B,A,1031,10,15864
31538,31.538,A,B,1032,10,15864
31548,31.548,B,A,1033,12,15874
31560,31.56,A,B,1034,12,15874
31572,31.572,B,A,1035,43,15886
31615,31.615,A,B,1036,43,15886
31658,31.658,B,A,1037,39,15929
31697,31.697,A,B,1038,39,15929
31736,31.736,B,A,1039,26,15968
31762,31.762,A,B,1040,26,15968
31788,31.788,B,A,1041,15,15994
31803,31.803,A,B,1042,15,15994
31818,31.818,B,A,1043,50,16009
31868,31.868,A,B,1044,50,16009
31918,31.918,B,A,1045,32,16059
31950,31.95,A,B,1046,32,16059
31982,31.982,B,A,1047,35,16091
32017,32.017,A,B,1048,35,16091
32052,32.052,B,A,1049,37,16126
32089,32.089,A,B,1050,37,16126
32126,32.126,B,A,1051,48,16163
32174,32.174,A,B,1052,48,16163
32222,32.222,B,A,1053,40,16211
32262,32.262,A,B,1054,40,16211
32302,32.302,B,A,1055,43,16251
32345,32.345,A,B,1056,43,16251
32388,32.388,B,A,1057,25,16294
32413,32.413,A,B,1058,25,16294
32438,32.438,B,A,1059,34,16319
32472,32.472,A,B,1060,34,16319
32506,32.506,B,A,1061,21,16353
32527,32.527,A,B,1062,21,16353
32548,32.548,B,A,1063,11,16374
32559,32.559,A,B,1064,11,16374
32570,32.57,B,A,1065,14,16385
32584,32.584,A,B,1066,14,16385
32598,32.598,B,A,1067,30,16399
32628,32.628,A,B,1068,30,16399
32658,32.658,B,A,1069,11,16429
32669,32.669,A,B,1070,11,16429
32680,32.68,B,A,1071,23,16440
32703,32.703,A,B,1072,23,16440
32726,32.726,B,A,1073,10,16463
32736,32.736,A,B,1074,10,16463
32746,32.746,B,A,1075,23,16473
32769,32.769,A,B,1076,23,16473
32792,32.792,B,A,1077,36,16496
32828,32.828,A,B,1078,36,16496
32864,32.864,B,A,1079,39,16532
32903,32.903,A,B,1080,39,16532
32942,32.942,B,A,1081,37,16571
32979,32.979,A,B,1082,37,16571
33016,33.016,B,A,1083,21,16608
33037,33.037,A,B,1084,21,16608
33058,33.058,B,A,1085,39,16629
33097,33.097,A,B,1086,39,16629
33136,33.136,B,A,1087,15,16668
33151,33.151,A,B,1088,15,16668
33166,33.166,B,A,1089,20,16683
33186,33.186,A,B,1090,20,16683
33206,33.206,B,A,1091,48,16703
33254,33.254,A,B,1092,48,16703
33302,33.302,B,A,1093,45,16751
33347,33.347,A,B,1094,45,16751
33392,33.392,B,A,1095,37,16796
33429,33.429,A,B,1096,37,16796
33466,33.466,B,A,1097,30,16833
33496,33.496,A,B,1098,30,16833
33526,33.526,B,A,1099,20,16863
33546,33.546,A,B,1100,20,16863
33566,33.566,B,A,1101,20,16883
33586,33.586,A,B,1102,20,16883
33606,33.606,B,A,1103,39,16903
33645,33.645,A,B,1104,39,16903
33684,33.684,B,A,1105,35,16942
33719,33.719,A,B,1106,35,16942
33754,33.754,B,A,1107,26,16977
33780,33.78,A,B,1108,26,16977
33806,33.806,B,A,1109,49,17003
33855,33.855,A,B,1110,49,17003
33904,33.904,B,A,1111,29,17052
33933,33.933,A,B,1112,29,17052
33962,33.962,B,A,1113,41,17081
34003,34.003,A,B,1114,41,17081
34044,34.044,B,A,1115,13,17122
34057,34.057,A,B,1116,13,17122
34070,34.07,B,A,1117,27,17135
34097,34.097,A,B,1118,27,17135
34124,34.124,B,A,1119,27,17162
34151,34.151,A,B,1120,27,17162
34178,34.178,B,A,1121,17,17189
34195,34.195,A,B,1122,17,17189
34212,34.212,B,A,1123,18,17206
34230,34.23,A,B,1124,18,17206
34248,34.248,B,A,1125,23,17224
34271,34.271,A,B,1126,23,17224
34294,34.294,B,A,1127,37,17247
34331,34.331,A,B,1128,37,17247
34368,34.368,B,A,1129,41,17284
34409,34.409,A,B,1130,41,17284
34450,34.45,B,A,1131,23,17325
34473,34.473,A,B,1132,23,17325
34496,34.496,B,A,1133,37,17348
34533,34.533,A,B,1134,37,17348
34570,34.57,B,A,1135,37,17385
34607,34.607,A,B,1136,37,17385
34644,34.644,B,A,1137,44,17422
34688,34.688,A,B,1138,44,17422
34732,34.732,B,A,1139,35,17466
34767,34.767,A,B,1140,35,17466
34802,34.802,B,A,1141,25,17501
34827,34.827,A,B,1142,25,17501
34852,34.852,B,A,1143,22,17526
34874,34.874,A,B,1144,22,17526
34896,34.896,B,A,1145,42,17548
34938,34.938,A,B,1146,42,17548
34980,34.98,B,A,1147,44,17590
35024,35.024,A,B,1148,44,17590
35068,35.068,B,A,1149,36,17634
35104,35.104,A,B,1150,36,17634
35140,35.14,B,A,1151,38,17670
35178,35.178,A,B,1152,38,17670
35216,35.216,B,A,1153,33,17708
35249,35.249,A,B,1154,33,17708
35282,35.282,B,A,1155,10,17741
35292,35.292,A,B,1156,10,17741
35302,35.302,B,A,1157,20,17751
35322,35.322,A,B,1158,20,17751
35342,35.342,B,A,1159,39,17771
35381,35.381,A,B,1160,39,17771
35420,35.42,B,A,1161,32,17810
35452,35.452,A,B,1162,32,17810
35484,35.484,B,A,1163,19,17842
35503,35.503,A,B,1164,19,17842
35522,35.522,B,A,1165,37,17861
35559,35.559,A,B,1166,37,17861
35596,35.596,B,A,1167,18,17898
35614,35.614,A,B,1168,18,17898
35632,35.632,B,A,1169,48,17916
35680,35.68,A,B,1170,48,17916
35728,35.728,B,A,1171,35,17964
35763,35.763,A,B,1172,35,17964
35798,35.798,B,A,1173,47,17999
35845,35.845,A,B,1174,47,17999
35892,35.892,B,A,1175,30,18046
35922,35.922,A,B,1176,30,18046
35952,35.952,B,A,1177,45,18076
35997,35.997,A,B,1178,45,18076
36042,36.042,B,A,1179,38,18121
36080,36.08,A,B,1180,38,18121
36118,36.118,B,A,1181,30,18159
36148,36.148,A,B,1182,30,18159
36178,36.178,B,A,1183,23,18189
36201,36.201,A,B,1184,23,18189
36224,36.224,B,A,1185,14,18212
36238,36.238,A,B,1186,14,18212
36252,36.252,B,A,1187,17,18226
36269,36.269,A,B,1188,17,18226
36286,36.286,B,A,1189,38,18243
36324,36.324,A,B,1190,38,18243
36362,36.362,B,A,1191,43,18281
36405,36.405,A,B,1192,43,18281
36448,36.448,B,A,1193,42,18324
36490,36.49,A,B,1194,42,18324
36532,36.532,B,A,1195,47,18366
36579,36.579,A,B,1196,47,18366
36626,36.626,B,A,1197,11,18413
36637,36.637,A,B,1198,11,18413
36648,36.648,B,A,1199,18,18424
36666,36.666,A,B,1200,18,18424
36684,36.684,B,A,1201,29,18442
36713,36.713,A,B,1202,29,18442
36742,36.742,B,A,1203,25,18471
36767,36.767,A,B,1204,25,18471
36792,36.792,B,A,1205,50,18496
36842,36.842,A,B,1206,50,18496
36892,36.892,B,A,1207,36,18546
36928,36.928,A,B,1208,36,18546
36964,36.964,B,A,1209,11,18582
36975,36.975,A,B,1210,11,18582
36986,36.986,B,A,1211,28,18593
37014,37.014,A,B,1212,28,18593
37042,37.042,B,A,1213,20,18621
37062,37.062,A,B,1214,20,18621
37082,37.082,B,A,1215,49,18641
37131,37.131,A,B,1216,49,18641
37180,37.18,B,A,1217,30,18690
37210,37.21,A,B,1218,30,18690
37240,37.24,B,A,1219,27,18720
37267,37.267,A,B,1220,27,18720
37294,37.294,B,A,1221,21,18747
37315,37.315,A,B,1222,21,18747
37336,37.336,B,A,1223,50,18768
37386,37.386,A,B,1224,50,18768
37436,37.436,B,A,1225,30,18818
37466,37.466,A,B,1226,30,18818
37496,37.496,B,A,1227,13,18848
37509,37.509,A,B,1228,13,18848
37522,37.522,B,A,1229,28,18861
37550,37.55,A,B,1230,28,18861
37578,37.578,B,A,1231,17,18889
37595,37.595,A,B,1232,17,18889
37612,37.612,B,A,1233,26,18906
37638,37.638,A,B,1234,26,18906
37664,37.664,B,A,1235,50,18932
37714,37.714,A,B,1236,50,18932
37764,37.764,B,A,1237,33,18982
37797,37.797,A,B,1238,33,18982
37830,37.83,B,A,1239,21,19015
37851,37.851,A,B,1240,21,19015
37872,37.872,B,A,1241,46,19036
37918,37.918,A,B,1242,46,19036
37964,37.964,B,A,1243,15,19082
37979,37.979,A,B,1244,15,19082
37994,37.994,B,A,1245,34,19097
38028,38.028,A,B,1246,34,19097
38062,38.062,B,A,1247,24,19131
38086,38.086,A,B,1248,24,19131
38110,38.11,B,A,1249,30,19155
38140,38.14,A,B,1250,30,19155
38170,38.17,B,A,1251,27,19185
38197,38.197,A,B,1252,27,19185
38224,38.224,B,A,1253,13,19212
38237,38.237,A,B,1254,13,19212
38250,38.25,B,A,1255,12,19225
38262,38.262,A,B,1256,12,19225
38274,38.274,B,A,1257,32,19237
38306,38.306,A,B,1258,32,19237
38338,38.338,B,A,1259,29,19269
38367,38.367,A,B,1260,29,19269
38396,38.396,B,A,1261,26,19298
38422,38.422,A,B,1262,26,19298
38448,38.448,B,A,1263,48,19324
38496,38.496,A,B,1264,48,19324
38544,38.544,B,A,1265,10,19372
38554,38.554,A,B,1266,10,19372
38564,38.564,B,A,1267,25,19382
38589,38.589,A,B,1268,25,19382
38614,38.614,B,A,1269,50,19407
38664,38.664,A,B,1270,50,19407
38714,38.714,B,A,1271,48,19457
38762,38.762,A,B,1272,48,19457
38810,38.81,B,A,1273,50,19505
38860,38.86,A,B,1274,50,19505
38910,38.91,B,A,1275,42,19555
38952,38.952,A,B,1276,42,19555
38994,38.994,B,A,1277,46,19597
39040,39.04,A,B,1278,46,19597
39086,39.086,B,A,1279,38,19643
39124,39.124,A,B,1280,38,19643
39162,39.162,B,A,1281,41,19681
39203,39.203,A,B,1282,41,19681
39244,39.244,B,A,1283,29,19722
39273,39.273,A,B,1284,29,19722
39302,39.302,B,A,1285,28,19751
39330,39.33,A,B,1286,28,19751
39358,39.358,B,A,1287,22,19779
39380,39.38,A,B,1288,22,19779
39402,39.402,B,A,1289,13,19801
39415,39.415,A,B,1290,13,19801
39428,39.428,B,A,1291,25,19814
39453,39.453,A,B,1292,25,19814
39478,39.478,B,A,1293,42,19839
39520,39.52,A,B,1294,42,19839
39562,39.562,B,A,1295,29,19881
39591,39.591,A,B,1296,29,19881
39620,39.62,B,A,1297,48,19910
39668,39.668,A,B,1298,48,19910
39716,39.716,B,A,1299,36,19958
39752,39.752,A,B,1300,36,19958
39788,39.788,B,A,1301,41,19994
39829,39.829,A,B,1302,41,19994
39870,39.87,B,A,1303,39,20035
39909,39.909,A,B,1304,39,20035
39948,39.948,B,A,1305,16,20074
39964,39.964,A,B,1306,16,20074
39980,39.98,B,A,1307,44,20090
40024,40.024,A,B,1308,44,20090
40068,40.068,B,A,1309,29,20134
40097,40.097,A,B,1310,29,20134
40126,40.126,B,A,1311,31,20163
40157,40.157,A,B,1312,31,20163
40188,40.188,B,A,1313,25,20194
40213,40.213,A,B,1314,25,20194
40238,40.238,B,A,1315,38,20219
40276,40.276,A,B,1316,38,20219
40314,40.314,B,A,1317,17,20257
40331,40.331,A,B,1318,17,20257
40348,40.348,B,A,1319,39,20274
40387,40.387,A,B,1320,39,20274
40426,40.426,B,A,1321,44,20313
40470,40.47,A,B,1322,44,20313
40514,40.514,B,A,1323,16,20357
40530,40.53,A,B,1324,16,20357
40546,40.546,B,A,1325,26,20373
40572,40.572,A,B,1326,26,20373
40598,40.598,B,A,1327,20,20399
40618,40.618,A,B,1328,20,20399
40638,40.638,B,A,1329,45,20419
40683,40.683,A,B,1330,45,20419
40728,40.728,B,A,1331,31,20464
40759,40.759,A,B,1332,31,20464
40790,40.79,B,A,1333,24,20495
40814,40.814,A,B,1334,24,20495
40838,40.838,B,A,1335,34,20519
40872,40.872,A,B,1336,34,20519
40906,40.906,B,A,1337,13,20553
40919,40.919,A,B,1338,13,20553
40932,40.932,B,A,1339,45,20566
40977,40.977,A,B,1340,45,20566
41022,41.022,B,A,1341,40,20611
41062,41.062,A,B,1342,40,20611
41102,41.102,B,A,1343,14,20651
41116,41.116,A,B,1344,14,20651
41130,41.13,B,A,1345,40,20665
41170,41.17,A,B,1346,40,20665
41210,41.21,B,A,1347,50,20705
41260,41.26,A,B,1348,50,20705
41310,41.31,B,A,1349,22,20755
41332,41.332,A,B,1350,22,20755
41354,41.354,B,A,1351,25,20777
41379,41.379,A,B,1352,25,20777
41404,41.404,B,A,1353,25,20802
41429,41.429,A,B,1354,25,20802
41454,41.454,B,A,1355,41,20827
41495,41.495,A,B,1356,41,20827
41536,41.536,B,A,1357,15,20868
41551,41.551,A,B,1358,15,20868
41566,41.566,B,A,1359,31,20883
41597,41.597,A,B,1360,31,20883
41628,41.628,B,A,1361,26,20914
41654,41.654,A,B,1362,26,20914
41680,41.68,B,A,1363,32,20940
41712,41.712,A,B,1364,32,20940
41744,41.744,B,A,1365,28,20972
41772,41.772,A,B,1366,28,20972
41800,41.8,B,A,1367,21,21000
41821,41.821,A,B,1368,21,21000
41842,41.842,B,A,1369,32,21021
41874,41.874,A,B,1370,32,21021
41906,41.906,B,A,1371,46,21053
41952,41.952,A,B,1372,46,21053
41998,41.998,B,A,1373,24,21099
42022,42.022,A,B,1374,24,21099
42046,42.046,B,A,1375,14,21123
42060,42.06,A,B,1376,14,21123
42074,42.074,B,A,1377,35,21137
42109,42.109,A,B,1378,35,21137
42144,42.144,B,A,1379,39,21172
42183,42.183,A,B,1380,39,21172
42222,42.222,B,A,1381,20,21211
42242,42.242,A,B,1382,20,21211
42262,42.262,B,A,1383,23,21231
42285,42.285,A,B,1384,23,21231
42308,42.308,B,A,1385,37,21254
42345,42.345,A,B,1386,37,21254
42382,42.382,B,A,1387,38,21291
42420,42.42,A,B,1388,38,21291
42458,42.458,B,A,1389,47,21329
42505,42.505,A,B,1390,47,21329
42552,42.552,B,A,1391,24,21376
42576,42.576,A,B,1392,24,21376
42600,42.6,B,A,1393,42,21400
42642,42.642,A,B,1394,42,21400
42684,42.684,B,A,1395,42,21442
42726,42.726,A,B,1396,42,21442
42768,42.768,B,A,1397,10,21484
42778,42.778,A,B,1398,10,21484
42788,42.788,B,A,1399,13,21494
42801,42.801,A,B,1400,13,21494
42814,42.814,B,A,1401,13,21507
42827,42.827,A,B,1402,13,21507
42840,42.84,B,A,1403,25,21520
42865,42.865,A,B,1404,25,21520
42890,42.89,B,A,1405,38,21545
42928,42.928,A,B,1406,38,21545
42966,42.966,B,A,1407,36,21583
43002,43.002,A,B,1408,36,21583
43038,43.038,B,A,1409,26,21619
43064,43.064,A,B,1410,26,21619
43090,43.09,B,A,1411,46,21645
43136,43.136,A,B,1412,46,21645
43182,43.182,B,A,1413,29,21691
43211,43.211,A,B,1414,29,21691
43240,43.24,B,A,1415,35,21720
43275,43.275,A,B,1416,35,21720
43310,43.31,B,A,1417,14,21755
43324,43.324,A,B,1418,14,21755
43338,43.338,B,A,1419,10,21769
43348,43.348,A,B,1420,10,21769
43358,43.358,B,A,1421,16,21779
43374,43.374,A,B,1422,16,21779
43390,43.39,B,A,1423,40,21795
43430,43.43,A,B,1424,40,21795
43470,43.47,B,A,1425,24,21835
43494,43.494,A,B,1426,24,21835
43518,43.518,B,A,1427,18,21859
43536,43.536,A,B,1428,18,21859
43554,43.554,B,A,1429,44,21877
43598,43.598,A,B,1430,44,21877
43642,43.642,B,A,1431,26,21921
43668,43.668,A,B,1432,26,21921
43694,43.694,B,A,1433,17,21947
43711,43.711,A,B,1434,17,21947
43728,43.728,B,A,1435,44,21964
43772,43.772,A,B,1436,44,21964
43816,43.816,B,A,1437,19,22008
43835,43.835,A,B,1438,19,22008
43854,43.854,B,A,1439,24,22027
43878,43.878,A,B,1440,24,22027
43902,43.902,B,A,1441,13,22051
43915,43.915,A,B,1442,13,22051
43928,43.928,B,A,1443,28,22064
43956,43.956,A,B,1444,28,22064
43984,43.984,B,A,1445,30,22092
44014,44.014,A,B,1446,30,22092
44044,44.044,B,A,1447,30,22122
44074,44.074,A,B,1448,30,22122
44104,44.104,B,A,1449,18,22152
44122,44.122,A,B,1450,18,22152
44140,44.14,B,A,1451,49,22170
44189,44.189,A,B,1452,49,22170
44238,44.238,B,A,1453,31,22219
44269,44.269,A,B,1454,31,22219
44300,44.3,B,A,1455,12,22250
44312,44.312,A,B,1456,12,22250
44324,44.324,B,A,1457,14,22262
44338,44.338,A,B,1458,14,22262
44352,44.352,B,A,1459,46,22276
44398,44.398,A,B,1460,46,22276
44444,44.444,B,A,1461,28,22322
44472,44.472,A,B,1462,28,22322
44500,44.5,B,A,1463,24,22350
44524,44.524,A,B,1464,24,22350
44548,44.548,B,A,1465,12,22374
44560,44.56,A,B,1466,12,22374
44572,44.572,B,A,1467,49,22386
44621,44.621,A,B,1468,49,22386
44670,44.67,B,A,1469,19,22435
44689,44.689,A,B,1470,19,22435
44708,44.708,B,A,1471,39,22454
44747,44.747,A,B,1472,39,22454
44786,44.786,B,A,1473,21,22493
44807,44.807,A,B,1474,21,22493
44828,44.828,B,A,1475,42,22514
44870,44.87,A,B,1476,42,22514
44912,44.912,B,A,1477,47,22556
44959,44.959,A,B,1478,47,22556
45006,45.006,B,A,1479,39,22603
45045,45.045,A,B,1480,39,22603
45084,45.084,B,A,1481,30,22642
45114,45.114,A,B,1482,30,22642
45144,45.144,B,A,1483,42,22672
45186,45.186,A,B,1484,42,22672
45228,45.228,B,A,1485,37,22714
45265,45.265,A,B,1486,37,22714
45302,45.302,B,A,1487,50,22751
45352,45.352,A,B,1488,50,22751
45402,45.402,B,A,1489,35,22801
45437,45.437,A,B,1490,35,22801
45472,45.472,B,A,1491,13,22836
45485,45.485,A,B,1492,13,22836
45498,45.498,B,A,1493,16,22849
45514,45.514,A,B,1494,16,22849
45530,45.53,B,A,1495,32,22865
45562,45.562,A,B,1496,32,22865
45594,45.594,B,A,1497,12,22897
45606,45.606,A,B,1498,12,22897
45618,45.618,B,A,1499,15,22909
45633,45.633,A,B,1500,15,22909
45648,45.648,B,A,1501,43,22924
45691,45.691,A,B,1502,43,22924
45734,45.734,B,A,1503,37,22967
45771,45.771,A,B,1504,37,22967
45808,45.808,B,A,1505,28,23004
45836,45.836,A,B,1506,28,23004
45864,45.864,B,A,1507,41,23032
45905,45.905,A,B,1508,41,23032
45946,45.946,B,A,1509,41,23073
45987,45.987,A,B,1510,41,23073
46028,46.028,B,A,1511,44,23114
46072,46.072,A,B,1512,44,23114
46116,46.116,B,A,1513,32,23158
46148,46.148,A,B,1514,32,23158
46180,46.18,B,A,1515,28,23190
46208,46.208,A,B,1516,28,23190
46236,46.236,B,A,1517,34,23218
46270,46.27,A,B,1518,34,23218
46304,46.304,B,A,1519,41,23252
46345,46.345,A,B,1520,41,23252
46386,46.386,B,A,1521,35,23293
46421,46.421,A,B,1522,35,23293
46456,46.456,B,A,1523,36,23328
46492,46.492,A,B,1524,36,23328
