change_ms,change_s,from,to,segment_index,block_ms,source_pos_ms
16386,16.386,B,A,618,11,8186.879999999988
16397,16.397,A,B,619,11,8186.879999999988
16408,16.408,B,A,620,32,8197.539999999988
16440,16.44,A,B,621,32,8197.539999999988
16472,16.472,B,A,622,32,8229.519999999988
16504,16.504,A,B,623,32,8229.519999999988
16536,16.536,B,A,624,27,8261.499999999987
16563,16.563,A,B,625,27,8261.499999999987
16590,16.59,B,A,626,11,8288.149999999987
16601,16.601,A,B,627,11,8288.149999999987
16612,16.612,B,A,628,11,8298.809999999987
16623,16.623,A,B,629,11,8298.809999999987
16634,16.634,B,A,630,5,8309.469999999987
16639,16.639,A,B,631,5,8309.469999999987
16644,16.644,B,A,632,5,8314.799999999987
16649,16.649,A,B,633,5,8314.799999999987
16654,16.654,B,A,634,21,8320.129999999986
16675,16.675,A,B,635,21,8320.129999999986
16696,16.696,B,A,636,43,8341.449999999986
16739,16.739,A,B,637,43,8341.449999999986
16782,16.782,B,A,638,27,8384.089999999986
16809,16.809,A,B,639,27,8384.089999999986
16836,16.836,B,A,640,11,8410.739999999985
16847,16.847,A,B,641,11,8410.739999999985
16858,16.858,B,A,642,43,8421.399999999985
16901,16.901,A,B,643,43,8421.399999999985
16944,16.944,B,A,644,5,8464.039999999985
16949,16.949,A,B,645,5,8464.039999999985
16954,16.954,B,A,646,27,8469.369999999984
16981,16.981,A,B,647,27,8469.369999999984
17008,17.008,B,A,648,27,8496.019999999984
17035,17.035,A,B,649,27,8496.019999999984
17062,17.062,B,A,650,37,8522.669999999984
17099,17.099,A,B,651,37,8522.669999999984
17136,17.136,B,A,652,32,8559.979999999983
17168,17.168,A,B,653,32,8559.979999999983
17200,17.2,B,A,654,11,8591.959999999983
17211,17.211,A,B,655,11,8591.959999999983
17222,17.222,B,A,656,43,8602.619999999983
17265,17.265,A,B,657,43,8602.619999999983
17308,17.308,B,A,658,5,8645.259999999982
17313,17.313,A,B,659,5,8645.259999999982
17318,17.318,B,A,660,43,8650.589999999982
17361,17.361,A,B,661,43,8650.589999999982
17404,17.404,B,A,662,21,8693.229999999981
17425,17.425,A,B,663,21,8693.229999999981
17446,17.446,B,A,664,11,8714.549999999981
17457,17.457,A,B,665,11,8714.549999999981
17468,17.468,B,A,666,37,8725.209999999981
17505,17.505,A,B,667,37,8725.209999999981
17542,17.542,B,A,668,16,8762.51999999998
17558,17.558,A,B,669,16,8762.51999999998
17574,17.574,B,A,670,16,8778.50999999998
17590,17.59,A,B,671,16,8778.50999999998
17606,17.606,B,A,672,37,8794.49999999998
17643,17.643,A,B,673,37,8794.49999999998
17680,17.68,B,A,674,32,8831.80999999998
17712,17.712,A,B,675,32,8831.80999999998
17744,17.744,B,A,676,11,8863.789999999979
17755,17.755,A,B,677,11,8863.789999999979
17766,17.766,B,A,678,32,8874.449999999979
17798,17.798,A,B,679,32,8874.449999999979
17830,17.83,B,A,680,48,8906.429999999978
17878,17.878,A,B,681,48,8906.429999999978
17926,17.926,B,A,682,5,8954.399999999978
17931,17.931,A,B,683,5,8954.399999999978
17936,17.936,B,A,684,16,8959.729999999978
17952,17.952,A,B,685,16,8959.729999999978
17968,17.968,B,A,686,5,8975.719999999978
17973,17.973,A,B,687,5,8975.719999999978
17978,17.978,B,A,688,11,8981.049999999977
17989,17.989,A,B,689,11,8981.049999999977
18000,18.0,B,A,690,32,8991.709999999977
18032,18.032,A,B,691,32,8991.709999999977
18064,18.064,B,A,692,16,9023.689999999977
18080,18.08,A,B,693,16,9023.689999999977
18096,18.096,B,A,694,48,9039.679999999977
18144,18.144,A,B,695,48,9039.679999999977
18192,18.192,B,A,696,43,9087.649999999976
18235,18.235,A,B,697,43,9087.649999999976
18278,18.278,B,A,698,32,9130.289999999975
18310,18.31,A,B,699,32,9130.289999999975
18342,18.342,B,A,700,16,9162.269999999975
18358,18.358,A,B,701,16,9162.269999999975
18374,18.374,B,A,702,11,9178.259999999975
18385,18.385,A,B,703,11,9178.259999999975
18396,18.396,B,A,704,11,9188.919999999975
18407,18.407,A,B,705,11,9188.919999999975
18418,18.418,B,A,706,27,9199.579999999974
18445,18.445,A,B,707,27,9199.579999999974
18472,18.472,B,A,708,43,9226.229999999974
18515,18.515,A,B,709,43,9226.229999999974
18558,18.558,B,A,710,37,9268.869999999974
18595,18.595,A,B,711,37,9268.869999999974
18632,18.632,B,A,712,43,9306.179999999973
18675,18.675,A,B,713,43,9306.179999999973
18718,18.718,B,A,714,5,9348.819999999972
18723,18.723,A,B,715,5,9348.819999999972
18728,18.728,B,A,716,48,9354.149999999972
18776,18.776,A,B,717,48,9354.149999999972
18824,18.824,B,A,718,11,9402.119999999972
18835,18.835,A,B,719,11,9402.119999999972
18846,18.846,B,A,720,48,9412.779999999972
18894,18.894,A,B,721,48,9412.779999999972
18942,18.942,B,A,722,43,9460.74999999997
18985,18.985,A,B,723,43,9460.74999999997
19028,19.028,B,A,724,11,9503.38999999997
19039,19.039,A,B,725,11,9503.38999999997
19050,19.05,B,A,726,5,9514.04999999997
19055,19.055,A,B,727,5,9514.04999999997
19060,19.06,B,A,728,48,9519.37999999997
19108,19.108,A,B,729,48,9519.37999999997
19156,19.156,B,A,730,32,9567.34999999997
19188,19.188,A,B,731,32,9567.34999999997
19220,19.22,B,A,732,48,9599.329999999969
19268,19.268,A,B,733,48,9599.329999999969
19316,19.316,B,A,734,37,9647.299999999968
19353,19.353,A,B,735,37,9647.299999999968
19390,19.39,B,A,736,11,9684.609999999968
19401,19.401,A,B,737,11,9684.609999999968
19412,19.412,B,A,738,27,9695.269999999968
19439,19.439,A,B,739,27,9695.269999999968
19466,19.466,B,A,740,16,9721.919999999967
19482,19.482,A,B,741,16,9721.919999999967
19498,19.498,B,A,742,27,9737.909999999967
19525,19.525,A,B,743,27,9737.909999999967
19552,19.552,B,A,744,27,9764.559999999967
19579,19.579,A,B,745,27,9764.559999999967
19606,19.606,B,A,746,27,9791.209999999966
19633,19.633,A,B,747,27,9791.209999999966
19660,19.66,B,A,748,5,9817.859999999966
19665,19.665,A,B,749,5,9817.859999999966
19670,19.67,B,A,750,37,9823.189999999966
19707,19.707,A,B,751,37,9823.189999999966
19744,19.744,B,A,752,21,9860.499999999965
19765,19.765,A,B,753,21,9860.499999999965
19786,19.786,B,A,754,11,9881.819999999965
19797,19.797,A,B,755,11,9881.819999999965
19808,19.808,B,A,756,43,9892.479999999965
19851,19.851,A,B,757,43,9892.479999999965
19894,19.894,B,A,758,11,9935.119999999964
19905,19.905,A,B,759,11,9935.119999999964
19916,19.916,B,A,760,32,9945.779999999964
19948,19.948,A,B,761,32,9945.779999999964
19980,19.98,B,A,762,11,9977.759999999964
19991,19.991,A,B,763,11,9977.759999999964
20002,20.002,B,A,764,48,9988.419999999964
20050,20.05,A,B,765,48,9988.419999999964
20098,20.098,B,A,766,43,10036.389999999963
20141,20.141,A,B,767,43,10036.389999999963
20184,20.184,B,A,768,27,10079.029999999962
20211,20.211,A,B,769,27,10079.029999999962
20238,20.238,B,A,770,48,10105.679999999962
20286,20.286,A,B,771,48,10105.679999999962
20334,20.334,B,A,772,11,10153.649999999961
20345,20.345,A,B,773,11,10153.649999999961
20356,20.356,B,A,774,43,10164.309999999961
20399,20.399,A,B,775,43,10164.309999999961
20442,20.442,B,A,776,32,10206.94999999996
20474,20.474,A,B,777,32,10206.94999999996
20506,20.506,B,A,778,43,10238.92999999996
20549,20.549,A,B,779,43,10238.92999999996
20592,20.592,B,A,780,37,10281.56999999996
20629,20.629,A,B,781,37,10281.56999999996
20666,20.666,B,A,782,37,10318.87999999996
20703,20.703,A,B,783,37,10318.87999999996
20740,20.74,B,A,784,32,10356.189999999959
20772,20.772,A,B,785,32,10356.189999999959
20804,20.804,B,A,786,32,10388.169999999958
20836,20.836,A,B,787,32,10388.169999999958
20868,20.868,B,A,788,16,10420.149999999958
20884,20.884,A,B,789,16,10420.149999999958
20900,20.9,B,A,790,37,10436.139999999958
20937,20.937,A,B,791,37,10436.139999999958
20974,20.974,B,A,792,5,10473.449999999957
20979,20.979,A,B,793,5,10473.449999999957
20984,20.984,B,A,794,11,10478.779999999957
20995,20.995,A,B,795,11,10478.779999999957
21006,21.006,B,A,796,5,10489.439999999957
21011,21.011,A,B,797,5,10489.439999999957
21016,21.016,B,A,798,27,10494.769999999957
21043,21.043,A,B,799,27,10494.769999999957
21070,21.07,B,A,800,16,10521.419999999956
21086,21.086,A,B,801,16,10521.419999999956
21102,21.102,B,A,802,43,10537.409999999956
21145,21.145,A,B,803,43,10537.409999999956
21188,21.188,B,A,804,27,10580.049999999956
21215,21.215,A,B,805,27,10580.049999999956
21242,21.242,B,A,806,27,10606.699999999955
21269,21.269,A,B,807,27,10606.699999999955
21296,21.296,B,A,808,5,10633.349999999955
21301,21.301,A,B,809,5,10633.349999999955
21306,21.306,B,A,810,37,10638.679999999955
21343,21.343,A,B,811,37,10638.679999999955
21380,21.38,B,A,812,16,10675.989999999954
21396,21.396,A,B,813,16,10675.989999999954
21412,21.412,B,A,814,16,10691.979999999954
21428,21.428,A,B,815,16,10691.979999999954
21444,21.444,B,A,816,48,10707.969999999954
21492,21.492,A,B,817,48,10707.969999999954
21540,21.54,B,A,818,48,10755.939999999953
21588,21.588,A,B,819,48,10755.939999999953
21636,21.636,B,A,820,32,10803.909999999953
21668,21.668,A,B,821,32,10803.909999999953
21700,21.7,B,A,822,32,10835.889999999952
21732,21.732,A,B,823,32,10835.889999999952
21764,21.764,B,A,824,43,10867.869999999952
21807,21.807,A,B,825,43,10867.869999999952
21850,21.85,B,A,826,16,10910.509999999951
21866,21.866,A,B,827,16,10910.509999999951
21882,21.882,B,A,828,27,10926.49999999995
21909,21.909,A,B,829,27,10926.49999999995
21936,21.936,B,A,830,37,10953.14999999995
21973,21.973,A,B,831,37,10953.14999999995
22010,22.01,B,A,832,21,10990.45999999995
22031,22.031,A,B,833,21,10990.45999999995
22052,22.052,B,A,834,32,11011.77999999995
22084,22.084,A,B,835,32,11011.77999999995
22116,22.116,B,A,836,37,11043.75999999995
22153,22.153,A,B,837,37,11043.75999999995
22190,22.19,B,A,838,21,11081.069999999949
22211,22.211,A,B,839,21,11081.069999999949
22232,22.232,B,A,840,21,11102.389999999948
22253,22.253,A,B,841,21,11102.389999999948
22274,22.274,B,A,842,32,11123.709999999948
22306,22.306,A,B,843,32,11123.709999999948
22338,22.338,B,A,844,27,11155.689999999948
22365,22.365,A,B,845,27,11155.689999999948
22392,22.392,B,A,846,16,11182.339999999947
22408,22.408,A,B,847,16,11182.339999999947
22424,22.424,B,A,848,16,11198.329999999947
22440,22.44,A,B,849,16,11198.329999999947
22456,22.456,B,A,850,21,11214.319999999947
22477,22.477,A,B,851,21,11214.319999999947
22498,22.498,B,A,852,21,11235.639999999947
22519,22.519,A,B,853,21,11235.639999999947
22540,22.54,B,A,854,48,11256.959999999946
22588,22.588,A,B,855,48,11256.959999999946
22636,22.636,B,A,856,11,11304.929999999946
22647,22.647,A,B,857,11,11304.929999999946
22658,22.658,B,A,858,11,11315.589999999946
22669,22.669,A,B,859,11,11315.589999999946
22680,22.68,B,A,860,21,11326.249999999945
22701,22.701,A,B,861,21,11326.249999999945
22722,22.722,B,A,862,11,11347.569999999945
22733,22.733,A,B,863,11,11347.569999999945
22744,22.744,B,A,864,32,11358.229999999945
22776,22.776,A,B,865,32,11358.229999999945
22808,22.808,B,A,866,27,11390.209999999945
22835,22.835,A,B,867,27,11390.209999999945
22862,22.862,B,A,868,37,11416.859999999944
22899,22.899,A,B,869,37,11416.859999999944
22936,22.936,B,A,870,21,11454.169999999944
22957,22.957,A,B,871,21,11454.169999999944
22978,22.978,B,A,872,16,11475.489999999943
22994,22.994,A,B,873,16,11475.489999999943
23010,23.01,B,A,874,48,11491.479999999943
23058,23.058,A,B,875,48,11491.479999999943
23106,23.106,B,A,876,21,11539.449999999943
23127,23.127,A,B,877,21,11539.449999999943
23148,23.148,B,A,878,27,11560.769999999942
23175,23.175,A,B,879,27,11560.769999999942
23202,23.202,B,A,880,48,11587.419999999942
23250,23.25,A,B,881,48,11587.419999999942
23298,23.298,B,A,882,21,11635.389999999941
23319,23.319,A,B,883,21,11635.389999999941
23340,23.34,B,A,884,48,11656.709999999941
23388,23.388,A,B,885,48,11656.709999999941
23436,23.436,B,A,886,21,11704.67999999994
23457,23.457,A,B,887,21,11704.67999999994
23478,23.478,B,A,888,5,11725.99999999994
23483,23.483,A,B,889,5,11725.99999999994
23488,23.488,B,A,890,32,11731.32999999994
23520,23.52,A,B,891,32,11731.32999999994
23552,23.552,B,A,892,43,11763.30999999994
23595,23.595,A,B,893,43,11763.30999999994
23638,23.638,B,A,894,37,11805.949999999939
23675,23.675,A,B,895,37,11805.949999999939
23712,23.712,B,A,896,5,11843.259999999938
23717,23.717,A,B,897,5,11843.259999999938
23722,23.722,B,A,898,37,11848.589999999938
23759,23.759,A,B,899,37,11848.589999999938
23796,23.796,B,A,900,48,11885.899999999938
23844,23.844,A,B,901,48,11885.899999999938
23892,23.892,B,A,902,43,11933.869999999937
23935,23.935,A,B,903,43,11933.869999999937
23978,23.978,B,A,904,43,11976.509999999937
24021,24.021,A,B,905,43,11976.509999999937
24064,24.064,B,A,906,21,12019.149999999936
24085,24.085,A,B,907,21,12019.149999999936
24106,24.106,B,A,908,16,12040.469999999936
24122,24.122,A,B,909,16,12040.469999999936
24138,24.138,B,A,910,16,12056.459999999935
24154,24.154,A,B,911,16,12056.459999999935
24170,24.17,B,A,912,21,12072.449999999935
24191,24.191,A,B,913,21,12072.449999999935
24212,24.212,B,A,914,37,12093.769999999935
24249,24.249,A,B,915,37,12093.769999999935
24286,24.286,B,A,916,27,12131.079999999934
24313,24.313,A,B,917,27,12131.079999999934
24340,24.34,B,A,918,43,12157.729999999934
24383,24.383,A,B,919,43,12157.729999999934
24426,24.426,B,A,920,32,12200.369999999933
24458,24.458,A,B,921,32,12200.369999999933
24490,24.49,B,A,922,37,12232.349999999933
24527,24.527,A,B,923,37,12232.349999999933
24564,24.564,B,A,924,27,12269.659999999933
24591,24.591,A,B,925,27,12269.659999999933
24618,24.618,B,A,926,11,12296.309999999932
24629,24.629,A,B,927,11,12296.309999999932
24640,24.64,B,A,928,43,12306.969999999932
24683,24.683,A,B,929,43,12306.969999999932
24726,24.726,B,A,930,5,12349.609999999931
24731,24.731,A,B,931,5,12349.609999999931
24736,24.736,B,A,932,43,12354.939999999931
24779,24.779,A,B,933,43,12354.939999999931
24822,24.822,B,A,934,27,12397.57999999993
24849,24.849,A,B,935,27,12397.57999999993
24876,24.876,B,A,936,21,12424.22999999993
24897,24.897,A,B,937,21,12424.22999999993
24918,24.918,B,A,938,37,12445.54999999993
24955,24.955,A,B,939,37,12445.54999999993
24992,24.992,B,A,940,5,12482.85999999993
24997,24.997,A,B,941,5,12482.85999999993
25002,25.002,B,A,942,48,12488.18999999993
25050,25.05,A,B,943,48,12488.18999999993
25098,25.098,B,A,944,21,12536.159999999929
25119,25.119,A,B,945,21,12536.159999999929
25140,25.14,B,A,946,43,12557.479999999929
25183,25.183,A,B,947,43,12557.479999999929
25226,25.226,B,A,948,27,12600.119999999928
25253,25.253,A,B,949,27,12600.119999999928
25280,25.28,B,A,950,48,12626.769999999928
25328,25.328,A,B,951,48,12626.769999999928
25376,25.376,B,A,952,5,12674.739999999927
25381,25.381,A,B,953,5,12674.739999999927
25386,25.386,B,A,954,27,12680.069999999927
25413,25.413,A,B,955,27,12680.069999999927
25440,25.44,B,A,956,43,12706.719999999927
25483,25.483,A,B,957,43,12706.719999999927
25526,25.526,B,A,958,16,12749.359999999926
25542,25.542,A,B,959,16,12749.359999999926
25558,25.558,B,A,960,5,12765.349999999926
25563,25.563,A,B,961,5,12765.349999999926
25568,25.568,B,A,962,5,12770.679999999926
25573,25.573,A,B,963,5,12770.679999999926
25578,25.578,B,A,964,37,12776.009999999926
25615,25.615,A,B,965,37,12776.009999999926
25652,25.652,B,A,966,5,12813.319999999925
25657,25.657,A,B,967,5,12813.319999999925
25662,25.662,B,A,968,37,12818.649999999925
25699,25.699,A,B,969,37,12818.649999999925
25736,25.736,B,A,970,27,12855.959999999925
25763,25.763,A,B,971,27,12855.959999999925
25790,25.79,B,A,972,16,12882.609999999924
25806,25.806,A,B,973,16,12882.609999999924
25822,25.822,B,A,974,16,12898.599999999924
25838,25.838,A,B,975,16,12898.599999999924
25854,25.854,B,A,976,11,12914.589999999924
25865,25.865,A,B,977,11,12914.589999999924
25876,25.876,B,A,978,48,12925.249999999924
25924,25.924,A,B,979,48,12925.249999999924
25972,25.972,B,A,980,43,12973.219999999923
26015,26.015,A,B,981,43,12973.219999999923
26058,26.058,B,A,982,16,13015.859999999922
26074,26.074,A,B,983,16,13015.859999999922
26090,26.09,B,A,984,48,13031.849999999922
26138,26.138,A,B,985,48,13031.849999999922
26186,26.186,B,A,986,37,13079.819999999921
26223,26.223,A,B,987,37,13079.819999999921
26260,26.26,B,A,988,5,13117.129999999921
26265,26.265,A,B,989,5,13117.129999999921
26270,26.27,B,A,990,16,13122.459999999921
26286,26.286,A,B,991,16,13122.459999999921
26302,26.302,B,A,992,37,13138.44999999992
26339,26.339,A,B,993,37,13138.44999999992
26376,26.376,B,A,994,21,13175.75999999992
26397,26.397,A,B,995,21,13175.75999999992
26418,26.418,B,A,996,16,13197.07999999992
26434,26.434,A,B,997,16,13197.07999999992
26450,26.45,B,A,998,43,13213.06999999992
26493,26.493,A,B,999,43,13213.06999999992
26536,26.536,B,A,1000,43,13255.70999999992
26579,26.579,A,B,1001,43,13255.70999999992
26622,26.622,B,A,1002,27,13298.349999999919
26649,26.649,A,B,1003,27,13298.349999999919
26676,26.676,B,A,1004,37,13324.999999999918
26713,26.713,A,B,1005,37,13324.999999999918
26750,26.75,B,A,1006,16,13362.309999999918
26766,26.766,A,B,1007,16,13362.309999999918
26782,26.782,B,A,1008,27,13378.299999999917
26809,26.809,A,B,1009,27,13378.299999999917
26836,26.836,B,A,1010,48,13404.949999999917
26884,26.884,A,B,1011,48,13404.949999999917
26932,26.932,B,A,1012,43,13452.919999999916
26975,26.975,A,B,1013,43,13452.919999999916
27018,27.018,B,A,1014,16,13495.559999999916
27034,27.034,A,B,1015,16,13495.559999999916
27050,27.05,B,A,1016,16,13511.549999999916
27066,27.066,A,B,1017,16,13511.549999999916
27082,27.082,B,A,1018,16,13527.539999999915
27098,27.098,A,B,1019,16,13527.539999999915
27114,27.114,B,A,1020,27,13543.529999999915
27141,27.141,A,B,1021,27,13543.529999999915
27168,27.168,B,A,1022,27,13570.179999999915
27195,27.195,A,B,1023,27,13570.179999999915
27222,27.222,B,A,1024,32,13596.829999999914
27254,27.254,A,B,1025,32,13596.829999999914
27286,27.286,B,A,1026,21,13628.809999999914
27307,27.307,A,B,1027,21,13628.809999999914
27328,27.328,B,A,1028,37,13650.129999999914
27365,27.365,A,B,1029,37,13650.129999999914
27402,27.402,B,A,1030,21,13687.439999999913
27423,27.423,A,B,1031,21,13687.439999999913
27444,27.444,B,A,1032,16,13708.759999999913
27460,27.46,A,B,1033,16,13708.759999999913
27476,27.476,B,A,1034,16,13724.749999999913
27492,27.492,A,B,1035,16,13724.749999999913
27508,27.508,B,A,1036,5,13740.739999999912
27513,27.513,A,B,1037,5,13740.739999999912
27518,27.518,B,A,1038,37,13746.069999999912
27555,27.555,A,B,1039,37,13746.069999999912
27592,27.592,B,A,1040,48,13783.379999999912
27640,27.64,A,B,1041,48,13783.379999999912
27688,27.688,B,A,1042,27,13831.349999999911
27715,27.715,A,B,1043,27,13831.349999999911
27742,27.742,B,A,1044,32,13857.99999999991
27774,27.774,A,B,1045,32,13857.99999999991
27806,27.806,B,A,1046,43,13889.97999999991
27849,27.849,A,B,1047,43,13889.97999999991
27892,27.892,B,A,1048,43,13932.61999999991
27935,27.935,A,B,1049,43,13932.61999999991
27978,27.978,B,A,1050,43,13975.25999999991
28021,28.021,A,B,1051,43,13975.25999999991
28064,28.064,B,A,1052,27,14017.899999999909
28091,28.091,A,B,1053,27,14017.899999999909
28118,28.118,B,A,1054,11,14044.549999999908
28129,28.129,A,B,1055,11,14044.549999999908
28140,28.14,B,A,1056,5,14055.209999999908
28145,28.145,A,B,1057,5,14055.209999999908
28150,28.15,B,A,1058,32,14060.539999999908
28182,28.182,A,B,1059,32,14060.539999999908
28214,28.214,B,A,1060,32,14092.519999999908
28246,28.246,A,B,1061,32,14092.519999999908
28278,28.278,B,A,1062,32,14124.499999999907
28310,28.31,A,B,1063,32,14124.499999999907
28342,28.342,B,A,1064,21,14156.479999999907
28363,28.363,A,B,1065,21,14156.479999999907
28384,28.384,B,A,1066,5,14177.799999999907
28389,28.389,A,B,1067,5,14177.799999999907
28394,28.394,B,A,1068,5,14183.129999999906
28399,28.399,A,B,1069,5,14183.129999999906
28404,28.404,B,A,1070,16,14188.459999999906
28420,28.42,A,B,1071,16,14188.459999999906
28436,28.436,B,A,1072,5,14204.449999999906
28441,28.441,A,B,1073,5,14204.449999999906
28446,28.446,B,A,1074,27,14209.779999999906
28473,28.473,A,B,1075,27,14209.779999999906
28500,28.5,B,A,1076,5,14236.429999999906
28505,28.505,A,B,1077,5,14236.429999999906
28510,28.51,B,A,1078,11,14241.759999999906
28521,28.521,A,B,1079,11,14241.759999999906
28532,28.532,B,A,1080,27,14252.419999999905
28559,28.559,A,B,1081,27,14252.419999999905
28586,28.586,B,A,1082,37,14279.069999999905
28623,28.623,A,B,1083,37,14279.069999999905
28660,28.66,B,A,1084,32,14316.379999999905
28692,28.692,A,B,1085,32,14316.379999999905
28724,28.724,B,A,1086,11,14348.359999999904
28735,28.735,A,B,1087,11,14348.359999999904
28746,28.746,B,A,1088,48,14359.019999999904
28794,28.794,A,B,1089,48,14359.019999999904
28842,28.842,B,A,1090,11,14406.989999999903
28853,28.853,A,B,1091,11,14406.989999999903
28864,28.864,B,A,1092,16,14417.649999999903
28880,28.88,A,B,1093,16,14417.649999999903
28896,28.896,B,A,1094,27,14433.639999999903
28923,28.923,A,B,1095,27,14433.639999999903
28950,28.95,B,A,1096,21,14460.289999999903
28971,28.971,A,B,1097,21,14460.289999999903
28992,28.992,B,A,1098,16,14481.609999999902
29008,29.008,A,B,1099,16,14481.609999999902
29024,29.024,B,A,1100,11,14497.599999999902
29035,29.035,A,B,1101,11,14497.599999999902
29046,29.046,B,A,1102,16,14508.259999999902
29062,29.062,A,B,1103,16,14508.259999999902
29078,29.078,B,A,1104,37,14524.249999999902
29115,29.115,A,B,1105,37,14524.249999999902
29152,29.152,B,A,1106,21,14561.559999999901
29173,29.173,A,B,1107,21,14561.559999999901
29194,29.194,B,A,1108,11,14582.879999999901
29205,29.205,A,B,1109,11,14582.879999999901
29216,29.216,B,A,1110,11,14593.5399999999
29227,29.227,A,B,1111,11,14593.5399999999
29238,29.238,B,A,1112,48,14604.1999999999
29286,29.286,A,B,1113,48,14604.1999999999
29334,29.334,B,A,1114,11,14652.1699999999
29345,29.345,A,B,1115,11,14652.1699999999
29356,29.356,B,A,1116,43,14662.8299999999
29399,29.399,A,B,1117,43,14662.8299999999
29442,29.442,B,A,1118,11,14705.4699999999
29453,29.453,A,B,1119,11,14705.4699999999
29464,29.464,B,A,1120,43,14716.1299999999
29507,29.507,A,B,1121,43,14716.1299999999
29550,29.55,B,A,1122,27,14758.769999999899
29577,29.577,A,B,1123,27,14758.769999999899
29604,29.604,B,A,1124,21,14785.419999999898
29625,29.625,A,B,1125,21,14785.419999999898
29646,29.646,B,A,1126,43,14806.739999999898
29689,29.689,A,B,1127,43,14806.739999999898
29732,29.732,B,A,1128,21,14849.379999999897
29753,29.753,A,B,1129,21,14849.379999999897
29774,29.774,B,A,1130,21,14870.699999999897
29795,29.795,A,B,1131,21,14870.699999999897
29816,29.816,B,A,1132,32,14892.019999999897
29848,29.848,A,B,1133,32,14892.019999999897
29880,29.88,B,A,1134,27,14923.999999999896
29907,29.907,A,B,1135,27,14923.999999999896
29934,29.934,B,A,1136,21,14950.649999999896
29955,29.955,A,B,1137,21,14950.649999999896
29976,29.976,B,A,1138,16,14971.969999999896
29992,29.992,A,B,1139,16,14971.969999999896
30008,30.008,B,A,1140,5,14987.959999999895
30013,30.013,A,B,1141,5,14987.959999999895
30018,30.018,B,A,1142,43,14993.289999999895
30061,30.061,A,B,1143,43,14993.289999999895
30104,30.104,B,A,1144,43,15035.929999999895
30147,30.147,A,B,1145,43,15035.929999999895
30190,30.19,B,A,1146,5,15078.569999999894
30195,30.195,A,B,1147,5,15078.569999999894
30200,30.2,B,A,1148,27,15083.899999999894
30227,30.227,A,B,1149,27,15083.899999999894
30254,30.254,B,A,1150,43,15110.549999999894
30297,30.297,A,B,1151,43,15110.549999999894
30340,30.34,B,A,1152,5,15153.189999999893
30345,30.345,A,B,1153,5,15153.189999999893
30350,30.35,B,A,1154,37,15158.519999999893
30387,30.387,A,B,1155,37,15158.519999999893
30424,30.424,B,A,1156,27,15195.829999999893
30451,30.451,A,B,1157,27,15195.829999999893
30478,30.478,B,A,1158,48,15222.479999999892
30526,30.526,A,B,1159,48,15222.479999999892
30574,30.574,B,A,1160,11,15270.449999999892
30585,30.585,A,B,1161,11,15270.449999999892
30596,30.596,B,A,1162,37,15281.109999999891
30633,30.633,A,B,1163,37,15281.109999999891
30670,30.67,B,A,1164,27,15318.419999999891
30697,30.697,A,B,1165,27,15318.419999999891
30724,30.724,B,A,1166,16,15345.06999999989
30740,30.74,A,B,1167,16,15345.06999999989
30756,30.756,B,A,1168,43,15361.05999999989
30799,30.799,A,B,1169,43,15361.05999999989
30842,30.842,B,A,1170,48,15403.69999999989
30890,30.89,A,B,1171,48,15403.69999999989
30938,30.938,B,A,1172,16,15451.66999999989
30954,30.954,A,B,1173,16,15451.66999999989
30970,30.97,B,A,1174,16,15467.659999999889
30986,30.986,A,B,1175,16,15467.659999999889
31002,31.002,B,A,1176,11,15483.649999999889
31013,31.013,A,B,1177,11,15483.649999999889
31024,31.024,B,A,1178,21,15494.309999999889
31045,31.045,A,B,1179,21,15494.309999999889
31066,31.066,B,A,1180,32,15515.629999999888
31098,31.098,A,B,1181,32,15515.629999999888
31130,31.13,B,A,1182,27,15547.609999999888
31157,31.157,A,B,1183,27,15547.609999999888
31184,31.184,B,A,1184,43,15574.259999999887
31227,31.227,A,B,1185,43,15574.259999999887
31270,31.27,B,A,1186,21,15616.899999999887
31291,31.291,A,B,1187,21,15616.899999999887
31312,31.312,B,A,1188,27,15638.219999999887
31339,31.339,A,B,1189,27,15638.219999999887
31366,31.366,B,A,1190,27,15664.869999999886
31393,31.393,A,B,1191,27,15664.869999999886
31420,31.42,B,A,1192,37,15691.519999999886
31457,31.457,A,B,1193,37,15691.519999999886
31494,31.494,B,A,1194,21,15728.829999999885
31515,31.515,A,B,1195,21,15728.829999999885
31536,31.536,B,A,1196,5,15750.149999999885
31541,31.541,A,B,1197,5,15750.149999999885
31546,31.546,B,A,1198,27,15755.479999999885
31573,31.573,A,B,1199,27,15755.479999999885
31600,31.6,B,A,1200,37,15782.129999999885
31637,31.637,A,B,1201,37,15782.129999999885
31674,31.674,B,A,1202,16,15819.439999999884
31690,31.69,A,B,1203,16,15819.439999999884
31706,31.706,B,A,1204,11,15835.429999999884
31717,31.717,A,B,1205,11,15835.429999999884
31728,31.728,B,A,1206,37,15846.089999999884
31765,31.765,A,B,1207,37,15846.089999999884
31802,31.802,B,A,1208,27,15883.399999999883
31829,31.829,A,B,1209,27,15883.399999999883
31856,31.856,B,A,1210,21,15910.049999999883
31877,31.877,A,B,1211,21,15910.049999999883
31898,31.898,B,A,1212,21,15931.369999999883
31919,31.919,A,B,1213,21,15931.369999999883
31940,31.94,B,A,1214,11,15952.689999999882
